لا أستطيع تحمل هذا الإحساس بالضغط في صدري.,القلب يؤلم
لا أستطيع أن أكون دافئًا بغض النظر عن مقدار التفافي أو مدى ارتفاع التدفئة,الشعور بالبرد
لا أستطيع التنفس,سعال
أمسكت بحقيبة ثقيلة أمس وعندما استيقظت اليوم شعرت بألم كبير في الكتف.,الم الكتف
أشكو كثيرًا من آلام رقبتي وأحتاج حقًا إلى أن أكون أفضل,الم الرقبة
أشكو من حساسية الجلد,مشكلة الجلد
قطعت نفسي وأنا أنزف.,جرح مفتوح
لا أشعر بتحسن في عضلاتي,ألم عضلي
ليس لدي مجموعة كاملة من الحركة مع ذراعي,الم الكتف
ليس لدي مشاكل في التنفس ولكن التنفس ثقيل جدًا,من الصعب التنفس
ليس لدي الطاقة للقيام بالأشياء التي اعتدت عليها,يشعر الجسم بالضعف
أشعر بألم في ركبتي عندما أتسلق السلالم.,الم المفاصل
أشعر بحرقان في أحشائي بعد ساعتين من كل وجبة.,ألم المعدة
أشعر بقدر كبير من الضغط على جانبي رقبتي,الم الكتف
أشعر بألم في ظهري عندما أجلس على كرسي لفترة طويلة.,ألم في الظهر
أشعر بألم في الظهر عندما أحمل أشياء ثقيلة,ألم في الظهر
اشعر بالبرد,الشعور بالبرد
أشعر بالازدحام في صدري,سعال
أشعر بالاكتئاب عندما أرى شعري يتساقط,تساقط الشعر
أشعر بالدوار وبعيدا عن الأنظار,الشعور بالدوار
أشعر بالدوار عندما أقوم بحركات مفاجئة,الشعور بالدوار
أشعر بالسحق العاطفي,الألم العاطفي
أشعر بألم شديد في الرأس,صداع الراس
أشعر بآلام الرأس,صداع الراس
أشعر أنني بالكاد أستطيع التنفس ما لم أخرج ما في رئتي,سعال
أشعر أن لدي دائمًا شيء في حلقي,سعال
أشعر أنني وقعت في الماء الساخن,مشكلة الجلد
أشعر أن الغرفة تدور,الشعور بالدوار
أشعر أن العالم يدور وجولة,الشعور بالدوار
أشعر بألم عضلي في كل مرة أقوم فيها بجهد إضافي.,ألم عضلي
أشعر بألم في ظهري,ألم في الظهر
أشعر بألم في رأسي مع دوار,صداع الراس
أشعر بألم في عضلات ساقي بعد الركض أمس ، أخذت بعض مسكنات الألم لكنها لا تساعد.,ألم عضلي
أشعر بألم في رقبتي أثناء العمل.,الم الرقبة
أشعر بألم في حلقي,سعال
أشعر بحكة شديدة في الجلد مع احمرار,مشكلة الجلد
أشعر بألم في الكتف على فترات زمنية.,الم الكتف
أشعر بشيء يؤلمني في التنفس ولا أستطيع أن أتنفس,من الصعب التنفس
سقطت من خلال نافذة بينما كنت أقوم بتنظيفها ولدي قطعة من الزجاج عالقة في عيني اليسرى ، أعتقد أنها خطيرة جدًا ، الرجاء المساعدة!,جرح مفتوح
شعرت أن قلبي يؤلمني عندما ركضت مسافة طويلة,القلب يؤلم
أشعر بألم في الركبة عندما أمشي كثيرًا,ألم الركبة
أحصل على بقع كبيرة من البثور المتهيجة على ظهري وتؤلمني.,حب الشباب
أحصل على قشعريرة وأوجاع في كل مكان.,الشعور بالبرد
أحصل على مجموعات من البثور على وجهي لا تختفي أبدًا.,حب الشباب
أحصل على مجموعات من الرؤوس البيضاء والرؤوس السوداء على ظهري.,حب الشباب
شعرت بألم في ركبتي عندما كنت أسبح,ألم الركبة
شعرت بألم حاد في معدتي,ألم المعدة
شعرت بألم وغازات داخلية عندما تناولت الطعام الهندي الحار أمس,ألم داخلي
لدي رؤية ضبابية بعد إصابة رأسي بالأمس.,رؤية ضبابية
لدي رؤية ضبابية ولا أستطيع الرؤية في الظلام ، ما السبب يا دكتور؟,رؤية ضبابية
لدي قطع أصبحت حمراء وتنضح بالضحك.,جرح مصاب
لدي قطع حمراء ومتورمة.,جرح مصاب
لدي ألم خفيف في أسفل ظهري مما يجعل من الصعب الحركة,ألم في الظهر
لدي ألم خفيف في معدتي. تزداد الأمور سوءا بعد أن آكل.,ألم داخلي
أشعر بألم في الأذن عندما أذهب إلى المسبح,ألم الأذن
لدي ألم كبير في قدمي مثل ألم جلطة مع تخفيف الألم,آلام القدم
أعاني من ألم شديد في المعدة ولا أستطيع تناول أي شيء,ألم المعدة
أشعر بألم في الرأس كل يوم.,ألم داخلي
أعاني من الصداع في كل مرة آكل فيها المثلجات,صداع الراس
أشعر بألم شديد في الركبة عندما أركض.,ألم الركبة
لدي صداع نصفي وأخذت بانادول لكنه لا يساعد,صداع الراس
أشعر بألم في الرقبة عندما أجلس أمام جهاز الكمبيوتر المحمول.,الم الرقبة
أعاني من ألم في مفصل الكوع,الم المفاصل
أشعر بألم في رأسي,صداع الراس
عندي ألم في معدتي,ألم داخلي
لدي تشنج مؤلم في قدمي,آلام القدم
أشعر بألم حاد في بطني.,ألم داخلي
لدي ألم حاد في أذني,ألم الأذن
لدي طفح جلدي بعد تناول الآيس كريم.,مشكلة الجلد
لدي جرح بين أصابع قدمي يتحسن بين عشية وضحاها ثم يعاد فتحه يومًا بعد يوم عندما أرتدي أحذية رسمية للعمل.,جرح مفتوح
لدي ألم في الأذن عند الاستحمام,ألم الأذن
لدي رؤية ضبابية بعد استخدام دواء خاطئ.,رؤية ضبابية
أجد صعوبة في التنفس في الأماكن المزدحمة.,من الصعب التنفس
لدي اختلاف في مشاعري,الألم العاطفي
لدي انزعاج عام في جذعي.,ألم داخلي
لدي مشكلة مع بشرتي,مشكلة الجلد
أعاني من آلام في ساقي اليسرى.,ألم عضلي
أشعر بألم في صدري يحزنني.,القلب يؤلم
لدي بثور على ظهري.,حب الشباب
أعاني من آلام شديدة في الكتف,الم الكتف
لدي بعض المشاكل الرهيبة عندما أتنفس أثناء الليل.,سعال
لدي ألم رهيب في قلبي,القلب يؤلم
لدي انطباع بعدم وجود قوة في جسدي,يشعر الجسم بالضعف
لدي خفقان في كتفي,الم الكتف
لقد حاولت القيام بالتدليك على قدمي لكنهم ما زالوا يؤلمونني,آلام القدم
أعاني من السعال الديكي مع وجود مخاط زائد ، بحاجة إلى حال للبلغم.,سعال
لا يمكنني أن أبدو دافئة. حتى عندما يكون كل من حولي دافئًا أشعر دائمًا بالبرد.,الشعور بالبرد
أنا أحب البستنة ولكن أحصل على خصلة رهيبة في ظهري السفلي عندما أتكئ.,ألم في الظهر
لقد أجريت الكثير والكثير من التحليل لمعرفة السبب الرئيسي لآلام المعدة,ألم المعدة
قد أكون قد بالغت في ذلك مع رفع الأثقال ، لأنني أخشى أن أكون قد مزقت عضلة على ظهري.,إصابة من الرياضة
لا بد لي من رؤية طبيب لدي جرح مفتوح,جرح مفتوح
ألاحظ الكثير من الشعر يخرج من المعتاد عندما أغسل شعري,تساقط الشعر
لقد قطعت نفسي بعمق بسكين بينما كنت أطبخ,جرح مفتوح
أعتقد أن درجة حرارة جسمي منخفضة للغاية.,الشعور بالبرد
أعتقد أن هناك خطأ ما في جرحي ، لا يبدو أنه يشفى كما يجب.,جرح مصاب
انزلقت أثناء القفز للقبض على الكرة.,إصابة من الرياضة
لقد زرت العديد من الأطباء لكنهم لم يجدوا العلاج المناسب مع شعري,تساقط الشعر
أستيقظ برقبة شديدة كل صباح. يساعد التدليك ولكن بعد ذلك بيومين عاد مرة أخرى.,الم الرقبة
أمشي كل يوم ولكني الآن أشعر بضيق في التنفس بعد أن أمشي مسافة قصيرة فقط.,من الصعب التنفس
ركلت في رأسي أثناء لعب كرة القدم الليلة الماضية.,إصابة من الرياضة
كنت نشيطًا جدًا في الرياضة ، لكن جسدي الآن يشعر بالألم.,إصابة من الرياضة
أتمنى أن يختفي هذا الشعور المؤلم بالخسارة.,الألم العاطفي
أشعر بالغثيان,ألم المعدة
أواجه صعوبة في السمع.,ألم الأذن
لا أشعر بالارتياح لأنني أصاب بالجرح,جرح مصاب
لست بخير أشعر بالدوار,الشعور بالدوار
لقد أصبت ببرد شديد لأسابيع لكني ما زلت سعال كل يوم.,سعال
أجد صعوبة في التنفس - هل أصبت بنوبة قلبية؟,من الصعب التنفس
لقد لاحظت شعري يتساقط كثيرًا مؤخرًا.,تساقط الشعر
في المدرسة الثانوية كان لدي الكثير من حب الشباب.,حب الشباب
في الصباح تنفسي مرتفع.,من الصعب التنفس
هل قصتي مصابة أم مجرد شفاء؟,جرح مصاب
أشعر وكأنني لا أستطيع التنفس بعمق,من الصعب التنفس
يبدو وكأن قلبي سوف يقفز من جسدي. هذا مؤلم.,القلب يؤلم
لقد بدأ كطنين ، ولكن اليوم الألم ينبض ولا يطاق.,ألم الأذن
خط حرق طولي عبر الظهر بحركات تنفسية صلبة,ألم في الظهر
السيد الشعر يتساقط بمجرد تمشيطه.,تساقط الشعر
حب الشباب الخاص بي محرج حقا. انها قراءة جدا.,حب الشباب
يلف مفصل الكاحل عندما أضغط على قدمي.,الم المفاصل
جسدي يبدو وكأنه في الثلاجة.,الشعور بالبرد
جسدي يشعر بالضعف بالرغم من أنني آكل كثيراً ، لماذا؟,يشعر الجسم بالضعف
جسدي يشعر بالضعف وأعتقد أن وجهي يتلاشى ولا أستطيع النوم جيدًا,يشعر الجسم بالضعف
تشعر عجولي أنها ضيقة مثل العقد وترتجف,ألم عضلي
يشير تقرير cbc الخاص بي إلى 10 hb ، أشعر بالتعب من القليل من العمل.,يشعر الجسم بالضعف
قطع صديد أصفر أو مخضر اللون,جرح مصاب
وجع أذني عندما أستمع إلى الموسيقى.,ألم الأذن
أذني تؤلم عندما ألمسها.,ألم الأذن
جسمي كله يتجمد.,الشعور بالبرد
وجهي مكسور بالبثور.,حب الشباب
تؤلمني قدمي كثيرًا من لعب كرة القدم,آلام القدم
ذهبت جدتي العام الماضي إلى المستشفى لأنها كانت تعاني من صعوبة في التنفس,من الصعب التنفس
يسقط شعري دائمًا وفقدت الكثير من الشعر مؤخرًا,تساقط الشعر
شعري يتساقط بعد الاستحمام.,تساقط الشعر
شعري يتساقط عندما أمشطه.,تساقط الشعر
وجع رأسي منذ أن استيقظت هذا الصباح.,صداع الراس
يؤلم رأسي ويفقد الإحساس في وجهي ، ثم يفقد البصر في عيني,صداع الراس
رأسي يدور عندما استيقظ.,الشعور بالدوار
يبدو قلبي وكأنه سينفجر.,القلب يؤلم
يؤلم قلبي عندما أمارس الرياضة,القلب يؤلم
لدى زوجي بقعة على شفته أنه على الرغم من ذلك كان قرحة باردة ولكنه الآن قد انفتح وأسرع سوائل طوال اليوم.,جرح مصاب
تسبب جرحى المصاب بالحمى,جرح مصاب
وجع المفاصل كلما كان باردا,الم المفاصل
تشعر ركبتي بالضعف وقد انحسرت في اليوم الآخر في أعلى الدرج. لحسن الحظ كان هناك سكة حديدية تمسك بها.,ألم الركبة
وجع ركبتي في الأيام الباردة والممطرة.,ألم الركبة
ذهني يشعر بالحزن الشديد ، كما لو أنه يؤلم. الطريقة التي أشعر بها في رأسي مروعة وعندما أفكر في انفصالي ، أبكي بالحزن.,الألم العاطفي
تحترق عضلي في كتفي عندما أحرك ذراعي.,ألم عضلي
يؤلمني رقبتي ولا أستطيع تحمل هذا الألم,الم الرقبة
كتفي لديه ألم كبير,الم الكتف
كتفي يؤلمني كثيرا,الم الكتف
يؤلم كتفي عندما أحاول الوصول إلى شيء فوق رأسي.,الم الكتف
حصل ابني على وشم منذ عدة أسابيع ، وكان الجلد المحيط به مرتفعًا وساخنًا ويبدو عليه العدوى.,جرح مصاب
قرحة بلدي تبدو أنها لا تلتئم بشكل جيد.,جرح مصاب
معدتي تؤلمني بعد أن أشرب أي مشروب غازي ، لماذا؟,ألم المعدة
معدتي تؤلمني عندما أتناول الطعام الساخن ، لماذا؟,ألم المعدة
معدتي تشعر بالامتلاء والضيق والانتفاخ بعد وجبات الطعام الكبيرة.,ألم المعدة
معدتي متقرحة منذ البارحة,ألم المعدة
انخفضت درجة حرارتي وتشكيل جسدي,الشعور بالبرد
كان ظهري العلوي مؤلمًا لمدة أسبوع.,ألم في الظهر
أصيب جرحي عندما كنت أزرع بعض الزهور في حديقتي,جرح مصاب
ألم في الرقبة الكبيرة,الم الرقبة
احمرار أحمر مصحوب بحكة,مشكلة الجلد
ألم حاد وتنفس شديد,ألم داخلي
هناك شيء مظلم على ذراعي,مشكلة الجلد
أحيانًا أسعل لأنني مدخن,سعال
المنطقة المحيطة بقلبي لا تبدو جيدة.,القلب يؤلم
يزداد الشعور بالسعال في الشتاء,سعال
المفاصل في أصابعي مؤلمة في الصباح.,الم المفاصل
تبدو الركبة وكأنها صدئة ، وفجأة لا أستطيع ثنيها بعد الآن.,ألم الركبة
في المرة الأخيرة التي قصمت فيها أظافري ، قطعتها قصيرة جدًا والآن لديّ مسمار مصاب.,جرح مصاب
الألم في ظهري dwwls مثل سكين حاد فيه,ألم في الظهر
نظام تدفئة منزلي مكسور ويشعر بالبرد الشديد,الشعور بالبرد
هناك بعض البثور على وجهي تزعجني كثيرا,حب الشباب
يبدو وكأنه عقدة منتفخة في كتفي مع إطلاق نار من ذلك,الم الكتف
هناك ألم حاد في العضلة ذات الرأسين,ألم عضلي
هناك ألم حاد في عجولي.,ألم عضلي
أشعر بألم حاد في أذني كلما فعلت ذلك.,ألم الأذن
هناك ضغط شديد أسفل زر بطني على اليمين ، والذي أشعر به في كل مرة أخرج فيها للركض.,ألم داخلي
هناك ألم في قدمي,آلام القدم
باستخدام منشط الشعر,تساقط الشعر
ما هي أعراض التهاب الزائدة الدودية؟,ألم داخلي
عندما أقوم بتمارين شاقة أشعر بألم شديد في عضلاتي.,ألم عضلي
عندما أشرب كثيرًا ، أشعر بصداع,صداع الراس
عندما آكل أشعر بطني يؤلمني,ألم المعدة
عندما أستيقظ ، أشعر بالدوار وتسقط.,الشعور بالدوار
عندما أذهب للوقوف ، يبدأ رأسي في الدوران,الشعور بالدوار
عندما أرفع ذراعي لدي وجع في كتفي,الم الكتف
عندما أتحرك على كتفي ، يسقط الألم من ذراعي,الم الكتف
عندما أرفع يدي أشعر بألم في كتفي.,الم الكتف
عندما أقف بسرعة كبيرة أشعر وكأنني سأغمى عليه.,الشعور بالدوار
عندما أفكر بوالديّ أشعر بالألم,الألم العاطفي
عندما حاولت الرد على مكالمة phine ، وجدت أنه لا يمكنني سماع صوت المتحدث,ألم الأذن
عندما أمشي ، أشعر بألم بطعنة في أعلى قدمي,آلام القدم
عندما أمشي ، يصعب التنفس.,من الصعب التنفس
عندما أصعد الدرج ، ركبتني اليمنى تؤلمني.,ألم الركبة
عندما أقود عيني انظر في ضعف,رؤية ضبابية
عندما أكون مرتفعة للغاية ، أشعر بالدوار,الشعور بالدوار
عندما مات والدي شعرت بألم عاطفي شديد,الألم العاطفي
أمس شعرت بألم أشد قشعريرة,الم الكتف
لن تصدقني ، لكن هذا الجرح المصاب على يدي من قطع ورق لم أتعامل معه بجدية.,جرح مصاب
آلام الأمعاء المزمنة,ألم داخلي
آلام القلب كثيرا,القلب يؤلم
آلام في المعدة بعد شرب الحليب,ألم المعدة
أتعب بسرعة كبيرة ، بالكاد أستطيع ارتداء ملابسي في الصباح.,يشعر الجسم بالضعف
أجد صعوبة في القراءة لأن الحروف كلها غامضة,رؤية ضبابية
أجد صعوبة في تحريك رقبتي,الم الرقبة
أحب أن أسير وأكون بالخارج لكن قيعان قدمي تتألم بسرعة.,آلام القدم
أحتاج إلى نوع من الكريم الذي يجعل عضلاتي أكثر استرخاء,ألم عضلي
أحصل على كسور على صدري مع بقع حمراء تزداد شدة عندما أتسخ.,حب الشباب
أحيانًا أشعر وكأنني مخلب على صدري يجعلني أتنفس.,من الصعب التنفس
أحيانا جسدي يشعر الأسبوع دون سبب,يشعر الجسم بالضعف
أذني اليسرى على ما يرام ، لكن الأذن اليمنى تبدو وكأنها تُطعن بمسمار.,ألم الأذن
أذني تؤلم وهي أسوأ عندما ابتلع. أذني مؤلمة للغاية ولم يساعد تايلينول.,ألم الأذن
أذني تؤلمني بشدة,ألم الأذن
أذني ترن.,ألم الأذن
أستيقظ في الليل أشعر بالبرد,الشعور بالبرد
أسعل كثيراً عندما أشم رائحة العطر ، ما هو الخطأ في رئتي؟,سعال
أشعر أن الرضفة تشبه عظمة العظام عندما أمشي.,ألم الركبة
أشعر أن شيئًا ما يضغط على رئتي.,من الصعب التنفس
أشعر أن قلبي يحترق.,القلب يؤلم
أشعر أن هناك شيء منتفخ وملتهب في مؤخرة ركبتي.,ألم الركبة
أشعر أنني ذهبت إلى عيادة الوخز بالإبر وكان لدي 100 إبرة في كتفي,الم الكتف
أشعر أنني لا أستطيع أن أتحمل أكثر من ذلك ، أشعر بالإرهاق وكأنني لا أستطيع الحصول على استراحة.,الألم العاطفي
أشعر أنه من الصعب التنفس بالنسبة لي خاصة بعد الجري أو بذل أي جهد,من الصعب التنفس
أشعر بألم ، الكثير من الألم في قلبي,الألم العاطفي
أشعر بألم المفاصل في كل مرة أتحرك فيها,الم المفاصل
أشعر بألم حاد في المعدة بعد تناول الطعام,ألم المعدة
أشعر بألم حاد في رأسي عندما أفكر بشدة.,صداع الراس
أشعر بألم حاد في معدتي,ألم داخلي
أشعر بألم حاد في معدتي السفلية.,ألم المعدة
أشعر بألم حاد في مفصل الكاحل عندما أقف.,الم المفاصل
أشعر بألم حاد ونقر صوت في مفصل الكاحل عندما أحاول الوقوف عليه والمشي.,الم المفاصل
أشعر بألم داخلي كلما أصبت بالبرد.,ألم داخلي
أشعر بألم شديد في المعدة,ألم المعدة
أشعر بألم شديد في المفاصل.,الم المفاصل
أشعر بألم شديد في ركبتي بعد أن أصيب خلال مباراة كرة القدم.,إصابة من الرياضة
أشعر بألم شديد في قدمي بعد لعب إحدى الألعاب الرياضية,إصابة من الرياضة
أشعر بألم شديد في كتفي عندما أحاول رفع شيء ثقيل,الم الكتف
أشعر بألم شديد في معدتي,ألم المعدة
أشعر بألم شديد في مفصل كتفي ولا يزول,الم المفاصل
أشعر بألم شديد في منطقة معدتي.,ألم المعدة
أشعر بألم عاطفي كبير بعد أن انفصلت عن صديقتي.,الألم العاطفي
أشعر بألم على الجانب الأيسر من صدري حيث قلبي,القلب يؤلم
أشعر بألم غريب وقوي داخل القفص الصدري,القلب يؤلم
أشعر بألم في أذني مع طنين,ألم الأذن
أشعر بألم في أسفل الظهر,ألم في الظهر
أشعر بألم في الأذن عندما يكون الجو باردًا,ألم الأذن
أشعر بألم في البطن,ألم المعدة
أشعر بألم في الداخل لا أعرف ما هو,ألم داخلي
أشعر بألم في الداخل ولا أستطيع التعرف عليه,ألم داخلي
أشعر بألم في الرأس الأمامي وعندما أحصل عليه يزعجني الضوء.,صداع الراس
أشعر بألم في الركبة,ألم الركبة
أشعر بألم في الركبة عند المشي,ألم الركبة
أشعر بألم في الركبة عندما أمشي كثيرًا,ألم الركبة
أشعر بألم في القلب عندما أمشي كثيرًا,القلب يؤلم
أشعر بألم في القولون وبطني مثل شيء قطعه,ألم المعدة
أشعر بألم في الكتف عندما أحاول حمل البقالة.,الم الكتف
أشعر بألم في المفصل عندما أحاول ثني ساقي أو ذراعي,الم المفاصل
أشعر بألم في جسدي,ألم داخلي
أشعر بألم في داخلي.,ألم داخلي
أشعر بألم في رقبتي,الم الرقبة
أشعر بألم في رقبتي,الم الرقبة
أشعر بألم في رقبتي بعد الاستيقاظ,الم الرقبة
أشعر بألم في ركبتي,ألم الركبة
أشعر بألم في ركبتي عندما أتسلق الدرج.,الم المفاصل
أشعر بألم في ركبتي عندما أمشي,الم المفاصل
أشعر بألم في ظهري,ألم في الظهر
أشعر بألم في ظهري,ألم في الظهر
أشعر بألم في عيني أستطيع رؤية الضباب,رؤية ضبابية
أشعر بألم في قدمي,آلام القدم
أشعر بألم في قلبي,القلب يؤلم
أشعر بألم في قلبي عندما أستيقظ,القلب يؤلم
أشعر بألم في كتفي الأيمن بعد مباراة التنس.,إصابة من الرياضة
أشعر بألم في كتفي عندما أكتب على لوحة المفاتيح.,الم الكتف
أشعر بألم في معدتي,ألم المعدة
أشعر بألم في معدتي,ألم المعدة
أشعر بألم في مفصلي بعد إصابة في مباراة كرة القدم الأخيرة التي لعبتها.,الم المفاصل
أشعر بألم كبير في كتفي الأيسر,الم الكتف
أشعر بإحساس النقر في ركبتي في كل مرة أخطو فيها.,الم المفاصل
أشعر بالألم عند فراق أحبائك,الألم العاطفي
أشعر بالألم عندما أفكر بها,الألم العاطفي
أشعر بالانتحار.,الألم العاطفي
أشعر بالبرد على الرغم من أننا في الصيف.,الشعور بالبرد
أشعر بالبرد على الرغم من ارتفاع درجة الحرارة,الشعور بالبرد
أشعر بالبرد عندما يحين الليل,الشعور بالبرد
أشعر بالبرد والرعشة على الرغم من أن ملابسي ثقيلة,الشعور بالبرد
أشعر بالبرودة ، مثل مكعب ثلج. قالت شقيقتي إنها بحاجة إلى عدة بطانيات لتغطيتها حتى تكون دافئة بما يكفي.,الشعور بالبرد
أشعر بالحزن طوال الوقت.,الألم العاطفي
أشعر بالحزن مثل الألم أو الألم,الألم العاطفي
أشعر بالدوار بعد الإسهال الشديد,الشعور بالدوار
أشعر بالدوار بعد القيام بجهد عضلي.,الشعور بالدوار
أشعر بالدوار عندما أقف,الشعور بالدوار
أشعر بالدوار عندما أقفل أمام جهاز الكمبيوتر المحمول لمدة ساعة أو ساعتين ، فماذا يمكن أن يكون السبب؟,الشعور بالدوار
أشعر بالدوار كلما وقفت.,الشعور بالدوار
أشعر بالدوخة,الشعور بالدوار
أشعر بالسوائل في محاولة الصعود عندما أسعل.,سعال
أشعر بالضعف الشديد في جسدي,يشعر الجسم بالضعف
أشعر بالضعف في كل مكان.,يشعر الجسم بالضعف
أشعر بالوخز العميق عندما ألمس حب الشباب متبوعًا بإحساس سيء,حب الشباب
أشعر ببعض الألم عندما أتجول حول ركبتي,الم المفاصل
أشعر بحرقان في عضلات كتفي.,ألم عضلي
أشعر بخيبة أمل,الألم العاطفي
أشعر بزيادة معدل ضربات القلب مع وخز,القلب يؤلم
أشعر بصعوبة شديدة في التنفس,من الصعب التنفس
أشعر بصلابة في مرفقي وكتفي,الم المفاصل
أشعر بضغط كبير في صدري,من الصعب التنفس
أشعر بضيق في صدري,من الصعب التنفس
أشعر بعدم الراحة في جميع أنحاء الجسم بشكل عام,يشعر الجسم بالضعف
أشعر بقدر كبير من ضغط رأسي.,صداع الراس
أشعر وكأن شيئًا ما يتم طعنه في مفاصلي,الم المفاصل
أصبت بالبرد في آخر مرة سافرت فيها بالطائرة وما زلت أشعر بعدم ارتياح في أذني.,ألم الأذن
أصبت بممارسة الرياضة,إصابة من الرياضة
أصيب خلال مباراة لكرة القدم ، تم تشخيصي بالرباط الصليبي,إصابة من الرياضة
أصيب ظهري أثناء الرفع في صالة الألعاب الرياضية,إصابة من الرياضة
أصيبت يدي مفتوحة الجرح,جرح مصاب
أعاني من آلام في الركبة في الرضفة بعد التمرين.,ألم الركبة
أعاني من آلام في المعدة وانتفاخ مستمر.,ألم داخلي
أعاني من آلام في ساقي اليسرى,الم الكتف
أعاني من آلام قوية في الكتف,الم الكتف
أعاني من ألم داخلي لا يمكنني وصفه,ألم داخلي
أعاني من ألم شديد في صدري بسبب إصابة في القلب,القلب يؤلم
أعاني من ألم عضلي شديد منذ أن ذهبت إلى صالة الألعاب الرياضية,ألم عضلي
أعاني من ألم في الظهر منذ أن بلغت السبعين من العمر.,ألم في الظهر
أعاني من ألم في الظهر منذ أن سقطت على الأرض.,ألم في الظهر
أعاني من ألم في القدم بعد الركض لمسافة 500 متر مع حذائي.,آلام القدم
أعاني من ألم في الكتف بعد القيام بأي عمل في المنزل.,الم الكتف
أعاني من ألم في عضلي,ألم عضلي
أعاني من البرد وهذا يجعلني أسعل كثيرًا,سعال
أعاني من السعال الحاد يرافقه البلغم,سعال
أعاني من الصداع كل يوم تقريبًا,صداع الراس
أعاني من سعال جاف شديد,سعال
أعاني من سعال شديد,سعال
أعاني من صداع رهيب كل بضعة أشهر وعندما أحصل عليه يتأثر رؤيتي.,صداع الراس
أعاني من كسر في الجلد داخل إحدى أنفي ، أصيب بالعدوى ومليء بالصديد.,جرح مصاب
أعتقد أن جرحي مصاب,جرح مصاب
أعتقد أن هناك سائلا في أذني.,ألم الأذن
أعتقد أنني أصبت في كاحلي فهذا يؤلمني حقًا.,إصابة من الرياضة
أعتقد أنني بالغت في ذلك عندما حملت كل هذا الخشب من الفناء. ظهري السفلي يقتلني.,ألم في الظهر
أفقد الكثير من شعري,تساقط الشعر
أفقد الكثير من شعري,يشعر الجسم بالضعف
ألم شديد في الأذن,ألم الأذن
ألم شديد في الجانب الأيسر العلوي من الصدر وقد يعاني من ألم في الظهر,القلب يؤلم
أمراض العظام المزمنة على مستوى الزوجي في الجزء السفلي من Extremidades,ألم الركبة
أنا أشعر بالحزن,الألم العاطفي
أنا أكافح من أجل تحمل وزني على ركبتي ، عندما أقف مستقيماً أشعر وسماع ضوضاء عالية.,ألم الركبة
أنا أكره حب الشباب.,حب الشباب
أنا بحاجة لعلاج تساقط شعري,تساقط الشعر
أنا قلق على قيادتي ، لأنني بالكاد أستطيع التركيز عندما أكون في عجلة القيادة ، وعيني تشعر بالدموع.,رؤية ضبابية
أنا قلق للغاية من أنني سأذهب أصلعًا قريبًا. هل أنا مريض جدا؟,تساقط الشعر
أنا لا أسمع جيدا لدي مشكلة في أذني,ألم الأذن
أنا لا أعرف لماذا أنا حزين باستمرار.,الألم العاطفي
أنا لست بخير أنا أشعر بالبرد الشديد,الشعور بالبرد
أنا مصاب ولا أستطيع ممارسة الرياضة,إصابة من الرياضة
